CO_PER_ROL,SALARY,STOCKOPT,GVKEY,YEAR,BECAMECEO,LEFTOFC,TITLE,EXEC_LNAME,EXEC_FNAME,GENDER,TICKER,CONAME,PRICEC,STATE,DATE,MLVALT,Name,Sector,Sector_Code,STATEID,BECAMECEOYE,LEFTOFCYE,SIMPLE_RETURN,SALCH,STOCH,SALARY_THOU,STOCKOPT_MIL,RETURNS,SAL_CH_PER,STO_CH_PER
111,1201.923,17398.568,1447,2009,2001-01-01,2018-02-01,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,40.52,NY,31/12/2009,48299.84,American Express Co,Financials,5.0,26,2001.0,2018.0,1.1843665768194072,-0.0384615999999999,-0.6017539284943887,12.01923,17.398568,118.43665768194072,-3.8461599999999994,-60.17539284943887
111,1942.308,16813.272,1447,2010,2001-01-01,2018-02-01,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,42.92,NY,31/12/2010,51375.24,American Express Co,Financials,5.0,26,2001.0,2018.0,0.0592300098716682,0.6160003594240231,-0.0336404697214161,19.42308,16.813272,5.9230009871668265,61.60003594240231,-3.36404697214161
111,2000.0,23038.692,1447,2011,2001-01-01,2018-02-01,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,47.17,NY,31/12/2011,54905.88,American Express Co,Financials,5.0,26,2001.0,2018.0,0.0990214352283318,0.0297028071757929,0.3702682024058135,20.0,23.038692,9.902143522833184,2.970280717579299,37.02682024058135
111,2000.0,28491.734,1447,2012,2001-01-01,2018-02-01,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,57.48,NY,31/12/2012,63515.4,American Express Co,Financials,5.0,26,2001.0,2018.0,0.2185711257154969,0.0,0.2366906072619055,20.0,28.491734,21.8571125715497,0.0,23.66906072619055
111,2000.0,21837.42,1447,2013,2001-01-01,2018-02-01,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,90.73,NY,31/12/2013,96536.72,American Express Co,Financials,5.0,26,2001.0,2018.0,0.5784620737647879,0.0,-0.2335524401568539,20.0,21.83742,57.84620737647879,0.0,-23.355244015685397
111,2000.0,22796.083,1447,2014,2001-01-01,2018-02-01,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,93.04,NY,31/12/2014,95179.92,American Express Co,Financials,5.0,26,2001.0,2018.0,0.0254601565083214,0.0,0.0439000119977543,20.0,22.796083,2.546015650832145,0.0,4.39000119977544
111,2000.0,21988.091,1447,2015,2001-01-01,2018-02-01,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,69.55,NY,31/12/2015,67393.95,American Express Co,Financials,5.0,26,2001.0,2018.0,-0.2524720550300946,0.0,-0.0354443348885857,20.0,21.988091,-25.24720550300946,0.0,-3.5444334888585782
111,2000.0,17463.639,1447,2016,2001-01-01,2018-02-01,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,74.08,NY,31/12/2016,,American Express Co,Financials,5.0,26,2001.0,2018.0,0.0651329978432782,0.0,-0.2057682952103482,20.0,17.463639,6.51329978432782,0.0,-20.576829521034824
111,2038.462,18611.373,1447,2017,2001-01-01,2018-02-01,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,99.31,NY,31/12/2017,,American Express Co,Financials,5.0,26,2001.0,2018.0,0.3405777537796977,0.0192309999999999,0.0657213539514873,20.38462,18.611373,34.05777537796977,1.9231,6.572135395148737
151,1547.308,13245.426,1602,2007,2000-05-01,2012-05-23,Chairman,Sharer,Kevin,MALE,AMGN,AMGEN INC,46.44,CA,31/12/2007,50480.28,Amgen Inc,Health Care,6.0,4,2000.0,2012.0,-0.3201581027667984,0.0435801906262391,-0.2882844698617914,15.47308,13.245426,-32.015810276679844,4.358019062623919,-28.828446986179145
151,1561.923,13780.489,1602,2008,2000-05-01,2012-05-23,Chairman,Sharer,Kevin,MALE,AMGN,AMGEN INC,57.75,CA,31/12/2008,60464.25,Amgen Inc,Health Care,6.0,4,2000.0,2012.0,0.2435400516795867,0.0094454368490306,0.0403960582317246,15.61923,13.780489,24.354005167958668,0.9445436849030652,4.039605823172465
151,1682.308,15345.717,1602,2009,2000-05-01,2012-05-23,Chairman,Sharer,Kevin,MALE,AMGN,AMGEN INC,56.57,CA,31/12/2009,56287.15,Amgen Inc,Health Care,6.0,4,2000.0,2012.0,-0.0204329004329004,0.0770748622051151,0.1135829069636062,16.82308,15.345717,-2.043290043290047,7.707486220511517,11.35829069636063
151,1748.846,21138.133,1602,2010,2000-05-01,2012-05-23,Chairman,Sharer,Kevin,MALE,AMGN,AMGEN INC,54.9,CA,31/12/2010,51166.8,Amgen Inc,Health Care,6.0,4,2000.0,2012.0,-0.0295209474986742,0.0395516159942175,0.3774614115456449,17.48846,21.138133000000003,-2.952094749867429,3.9551615994217526,37.7461411545645
151,1791.462,18850.311,1602,2011,2000-05-01,2012-05-23,Chairman,Sharer,Kevin,MALE,AMGN,AMGEN INC,64.21,CA,31/12/2011,51085.476,Amgen Inc,Health Care,6.0,4,2000.0,2012.0,0.1695810564663022,0.0243680690009298,-0.1082319805632786,17.91462,18.850311,16.95810564663023,2.4368069000929804,-10.823198056327865
231,900.0,8979.526,1891,2008,2006-08-31,2011-11-09,Chief Executive Officer and Director,Butler,Gary,MALE,ADP,AUTOMATIC DATA PROCESSING,39.34,NJ,30/06/2008,21381.57,Automatic Data Processing,Information Technology,8.0,24,2006.0,2011.0,-0.1165506400179653,0.0588173010746995,-0.2340633913386079,9.0,8.979526,-11.655064001796534,5.881730107469951,-23.4063391338608
231,1000.0,7850.957,1891,2009,2006-08-31,2011-11-09,Chief Executive Officer and Director,Butler,Gary,MALE,ADP,AUTOMATIC DATA PROCESSING,42.82,NJ,30/06/2009,17780.248,Automatic Data Processing,Information Technology,8.0,24,2006.0,2011.0,0.0884595831215047,0.1111111111111111,-0.1256824692082855,10.0,7.850957,8.84595831215047,11.111111111111116,-12.568246920828551
231,1000.0,9121.933,1891,2010,2006-08-31,2011-11-09,Chief Executive Officer and Director,Butler,Gary,MALE,ADP,AUTOMATIC DATA PROCESSING,46.28,NJ,30/06/2010,19807.92,Automatic Data Processing,Information Technology,8.0,24,2006.0,2011.0,0.0808033629145259,0.0,0.1618880347962676,10.0,9.121933,8.080336291452594,0.0,16.188803479626767
337,1106.0,8092.055,2154,2007,2000-01-01,2008-01-31,Executive Chairman and Chairman of Executive & Finance Committee,Curler,Jeffrey,MALE,BMS,BEMIS CO INC,27.38,IL,31/12/2007,2752.1828,Bemis Company,Materials,9.0,13,2000.0,2008.0,-0.1942319011183048,0.0950495049504951,0.1639707473067178,11.06,8.092055,-19.42319011183048,9.504950495049512,16.39707473067178
568,1612.5,27658.328,3144,2007,2004-06-01,2008-07-01,chairman,Isdell,Edward,MALE,KO,COCA-COLA CO,61.37,GA,31/12/2007,142255.66,Coca Cola Co.,Consumer Staples,3.0,10,2004.0,2008.0,0.2719170984455958,0.0749999999999999,0.0532127749409465,16.125,27.658328,27.191709844559583,7.499999999999996,5.321277494094656
569,945.0,12375.886,3170,2007,1984-05-01,2007-07-01,chairman & retired CEO,Mark,Reuben,MALE,CL,COLGATE-PALMOLIVE CO,77.96,NY,31/12/2007,39684.3686,Colgate-Palmolive,Consumer Staples,3.0,26,1984.0,2007.0,0.1949724095646843,-0.49512488313076,-0.3625026103327246,9.45,12.375886,19.49724095646843,-49.512488313076,-36.25026103327246
581,2638.5,24882.766,3226,2007,2002-11-01,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,18.26,PA,31/12/2007,54848.7755,Comcast Corp.,Consumer,1.0,30,2002.0,,-0.5686274509803921,0.0549780087964815,-0.10682884105259,26.385,24.882766,-56.86274509803921,5.497800879648152,-10.682884105259005
581,2769.365,26240.363,3226,2008,2002-11-01,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,16.88,PA,31/12/2008,48033.7154,Comcast Corp.,Consumer,1.0,30,2002.0,,-0.0755750273822564,0.0495982565851809,0.0545597302164879,27.69365,26.240363,-7.557502738225641,4.959825658518091,5.455973021648797
581,2908.483,27246.367,3226,2009,2002-11-01,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,16.86,PA,31/12/2009,47191.1832,Comcast Corp.,Consumer,1.0,30,2002.0,,-0.0011848341232226,0.050234620571864,0.0383380367108487,29.08483,27.246367,-0.1184834123222677,5.023462057186401,3.833803671084879
581,2800.761,31058.959,3226,2010,2002-11-01,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,21.97,PA,31/12/2010,60193.2116,Comcast Corp.,Consumer,1.0,30,2002.0,,0.3030842230130486,-0.0370371771126047,0.1399302886876625,28.00761,31.058959,30.30842230130486,-3.703717711260479,13.993028868766256
581,2800.761,26934.077,3226,2011,2002-11-01,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,23.71,PA,31/12/2011,64067.5432,Comcast Corp.,Consumer,1.0,30,2002.0,,0.0791989076012744,0.0,-0.1328081214827579,28.00761,26.934077,7.919890760127446,0.0,-13.280812148275787
581,2800.761,29124.014,3226,2012,2002-11-01,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,37.36,PA,31/12/2012,97880.2338,Comcast Corp.,Consumer,1.0,30,2002.0,,0.5757064529734288,0.0,0.0813072970720325,28.00761,29.124014,57.57064529734288,0.0,8.130729707203255
581,2800.761,31367.254,3226,2013,2002-11-01,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,51.965,PA,31/12/2013,134492.2412,Comcast Corp.,Consumer,1.0,30,2002.0,,0.3909261241970023,0.0,0.0770237234469122,28.00761,31.367254,39.09261241970023,0.0,7.702372344691222
581,2857.315,32961.056,3226,2014,2002-11-01,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,58.01,PA,31/12/2014,147229.0808,Comcast Corp.,Consumer,1.0,30,2002.0,,0.1163282978928124,0.0201923691453858,0.050811014569525,28.57315,32.961056,11.63282978928124,2.01923691453858,5.081101456952508
581,2928.748,36248.269,3226,2015,2002-11-01,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,56.43,PA,31/12/2015,137824.5191,Comcast Corp.,Consumer,1.0,30,2002.0,,-0.0272366833304602,0.0250000437473643,0.0997302088865115,29.28748,36.248269,-2.7236683330460254,2.500004374736431,9.973020888651153
581,3013.51,32963.491,3226,2016,2002-11-01,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,69.05,PA,31/12/2016,164049.0591,Comcast Corp.,Consumer,1.0,30,2002.0,,0.223639907850434,0.0289413769979527,-0.0906188927256084,30.1351,32.963491000000005,22.36399078504341,2.894137699795274,-9.06188927256084
581,3103.566,32520.224,3226,2017,2002-11-01,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,40.05,PA,31/12/2017,186012.5454,Comcast Corp.,Consumer,1.0,30,2002.0,,-0.4199855177407675,0.0298840886540943,-0.013447210430473,31.03566,32.520224,-41.99855177407675,2.988408865409431,-1.344721043047303
581,3196.313,35026.207,3226,2018,2002-11-01,,"Chairman, CEO & President",Roberts,Brian,MALE,CMCSA,COMCAST CORP,34.05,PA,31/12/2018,154109.0061,Comcast Corp.,Consumer,1.0,30,2002.0,,-0.149812734082397,0.0298840108442999,0.0770592170582835,31.96313,35.026207,-14.981273408239703,2.9884010844299924,7.705921705828356
669,985.0,5899.431,3505,2007,2002-07-01,2008-06-30,former CEO,"Kiely, III",W.,MALE,TAP,MOLSON COORS BEVERAGE CO,51.62,CO,31/12/2007,9331.4864,Molson Coors Brewing Company,Consumer Staples,3.0,5,2002.0,2008.0,-0.3246991104133961,0.0423280423280423,0.082442953424042,9.85,5.899431,-32.469911041339614,4.232804232804233,8.244295342404207
700,1110.0,13970.223,3650,2007,2000-01-01,2011-12-31,Director and Chairman of Executive Committee,Solso,Theodore,MALE,CMI,CUMMINS INC,127.37,IN,31/12/2007,12463.1545,Cummins Inc.,Industrials,7.0,14,2000.0,2011.0,0.0777627348113048,0.0855745721271392,0.009792007128714,11.1,13.970223,7.77627348113048,8.557457212713926,0.9792007128714086
700,1210.0,12277.152,3650,2008,2000-01-01,2011-12-31,Director and Chairman of Executive Committee,Solso,Theodore,MALE,CMI,CUMMINS INC,26.73,IN,31/12/2008,5244.426,Cummins Inc.,Industrials,7.0,14,2000.0,2011.0,-0.7901389652194395,0.09009009009009,-0.1211914083261233,12.1,12.277152,-79.01389652194395,9.009009009009006,-12.119140832612327
700,1139.25,5969.437,3650,2009,2000-01-01,2011-12-31,Director and Chairman of Executive Committee,Solso,Theodore,MALE,CMI,CUMMINS INC,45.86,IN,31/12/2009,9094.038,Cummins Inc.,Industrials,7.0,14,2000.0,2011.0,0.7156752712308267,-0.0584710743801653,-0.5137767293261499,11.3925,5.969437,71.56752712308267,-5.84710743801653,-51.37767293261499
700,1285.0,11421.427,3650,2010,2000-01-01,2011-12-31,Director and Chairman of Executive Committee,Solso,Theodore,MALE,CMI,CUMMINS INC,110.01,IN,31/12/2010,21528.957,Cummins Inc.,Industrials,7.0,14,2000.0,2011.0,1.3988225032708246,0.1279350449857361,0.9133172860355172,12.85,11.421427,139.88225032708246,12.793504498573617,91.33172860355172
700,1355.0,17939.882,3650,2011,2000-01-01,2011-12-31,Director and Chairman of Executive Committee,Solso,Theodore,MALE,CMI,CUMMINS INC,88.02,IN,31/12/2011,16741.404,Cummins Inc.,Industrials,7.0,14,2000.0,2011.0,-0.199890919007363,0.0544747081712062,0.5707215919691999,13.55,17.939882,-19.989091900736295,5.447470817120625,57.07215919691999
719,1661.538,20106.361,3813,2007,1994-01-01,2008-05-01,former chairman & CEO,Ulrich,Robert,MALE,TGT,TARGET CORP,50.0,MN,31/01/2008,45374.46,Target Corp.,Consumer Discretionary,2.0,20,1994.0,2008.0,-0.1235758106923751,0.0011580992229527,0.0963264671391228,16.615380000000002,20.106361,-12.357581069237511,0.1158099222952735,9.632646713912283
719,1600.0,8569.29,3813,2008,1994-01-01,2008-05-01,former chairman & CEO,Ulrich,Robert,MALE,TGT,TARGET CORP,34.53,MN,31/01/2009,23484.6144,Target Corp.,Consumer Discretionary,2.0,20,1994.0,2008.0,-0.3094,-0.0370367695472507,-0.5738020420502745,16.0,8.56929,-30.94,-3.703676954725077,-57.380204205027454
885,1430.466,10434.589,4598,2007,1998-01-01,2022-06-01,Founder & Executive Chairman,Smith,Frederick,MALE,FDX,FEDEX CORP,89.17,TN,31/05/2008,28503.468,FedEx Corporation,Industrials,7.0,33,1998.0,2022.0,-0.1790646289817713,0.0262100491344261,-0.4054174840242747,14.304659999999998,10.434589,-17.906462898177132,2.621004913442615,-40.541748402427466
885,1355.028,7740.658,4598,2008,1998-01-01,2022-06-01,Founder & Executive Chairman,Smith,Frederick,MALE,FDX,FEDEX CORP,64.15,TN,31/05/2009,17283.074,FedEx Corporation,Industrials,7.0,33,1998.0,2022.0,-0.2805876415834921,-0.0527366606406582,-0.2581731776881676,13.55028,7.740658000000001,-28.058764158349213,-5.2736660640658295,-25.81731776881676
885,1190.029,7419.362,4598,2009,1998-01-01,2022-06-01,Founder & Executive Chairman,Smith,Frederick,MALE,FDX,FEDEX CORP,83.45,TN,31/05/2010,26209.6817,FedEx Corporation,Industrials,7.0,33,1998.0,2022.0,0.3008573655494932,-0.1217679634664375,-0.0415075824303309,11.90029,7.419362,30.085736554949328,-12.17679634664376,-4.150758243033092
885,1233.03,7260.75,4598,2010,1998-01-01,2022-06-01,Founder & Executive Chairman,Smith,Frederick,MALE,FDX,FEDEX CORP,93.01,TN,31/05/2011,29686.4083,FedEx Corporation,Industrials,7.0,33,1998.0,2022.0,0.1145596165368485,0.0361344135310988,-0.0213781184959029,12.3303,7.26075,11.455961653684854,3.613441353109881,-2.1378118495902987
885,1263.098,13680.968,4598,2011,1998-01-01,2022-06-01,Founder & Executive Chairman,Smith,Frederick,MALE,FDX,FEDEX CORP,83.51,TN,31/05/2012,28172.2513,FedEx Corporation,Industrials,7.0,33,1998.0,2022.0,-0.1021395548865713,0.0243854569637396,0.8842362014943361,12.63098,13.680968,-10.213955488657136,2.4385456963739616,88.42362014943362
885,1266.96,12593.248,4598,2012,1998-01-01,2022-06-01,Founder & Executive Chairman,Smith,Frederick,MALE,FDX,FEDEX CORP,91.72,TN,31/05/2013,30594.4048,FedEx Corporation,Industrials,7.0,33,1998.0,2022.0,0.0983115794515625,0.0030575616460482,-0.079506070038319,12.6696,12.593248,9.831157945156257,0.3057561646048201,-7.9506070038319
885,1266.96,14151.977,4598,2013,1998-01-01,2022-06-01,Founder & Executive Chairman,Smith,Frederick,MALE,FDX,FEDEX CORP,143.77,TN,31/05/2014,41426.2501,FedEx Corporation,Industrials,7.0,33,1998.0,2022.0,0.5674880069777586,0.0,0.1237749784646504,12.6696,14.151977,56.748800697775856,0.0,12.377497846465047
885,1266.96,13807.175,4598,2014,1998-01-01,2022-06-01,Founder & Executive Chairman,Smith,Frederick,MALE,FDX,FEDEX CORP,173.66,TN,31/05/2015,49001.6861,FedEx Corporation,Industrials,7.0,33,1998.0,2022.0,0.2079015093552201,0.0,-0.0243642284042717,12.6696,13.807175,20.79015093552201,0.0,-2.436422840427177
885,1279.632,16757.033,4598,2015,1998-01-01,2022-06-01,Founder & Executive Chairman,Smith,Frederick,MALE,FDX,FEDEX CORP,148.99,TN,31/05/2016,43987.1059,FedEx Corporation,Industrials,7.0,33,1998.0,2022.0,-0.1420591961303696,0.0100018942981625,0.213646745261069,12.79632,16.757033,-14.205919613036963,1.000189429816256,21.36467452610691
885,1311.688,15605.597,4598,2016,1998-01-01,2022-06-01,Founder & Executive Chairman,Smith,Frederick,MALE,FDX,FEDEX CORP,186.2,TN,31/05/2017,51784.9375,FedEx Corporation,Industrials,7.0,33,1998.0,2022.0,0.2497483052553861,0.0250509521487427,-0.0687135962553752,13.116880000000002,15.605597,24.97483052553861,2.505095214874276,-6.87135962553752
885,1342.212,16665.398,4598,2017,1998-01-01,2022-06-01,Founder & Executive Chairman,Smith,Frederick,MALE,FDX,FEDEX CORP,249.54,TN,31/05/2018,66265.6709,FedEx Corporation,Industrials,7.0,33,1998.0,2022.0,0.340171858216971,0.0232707778069174,0.0679115960767153,13.42212,16.665398,34.017185821697105,2.327077780691744,6.7911596076715375
885,1373.561,15961.974,4598,2018,1998-01-01,2022-06-01,Founder & Executive Chairman,Smith,Frederick,MALE,FDX,FEDEX CORP,161.33,TN,31/05/2019,40209.5336,FedEx Corporation,Industrials,7.0,33,1998.0,2022.0,-0.3534904223771739,0.0233562209248612,-0.0422086529226605,13.73561,15.961974,-35.349042237717384,2.335622092486122,-4.220865292266051
981,1300.0,18484.341,5046,2007,1997-06-01,2009-06-30,Executive Chairman,Chabraja,Nicholas,MALE,GD,GENERAL DYNAMICS CORP,88.99,VA,31/12/2007,35950.1802,General Dynamics,Industrials,7.0,36,1997.0,2009.0,0.196906523201076,0.0,-0.0053403584583037,13.0,18.484341,19.690652320107603,0.0,-0.5340358458303718
981,1375.0,21724.967,5046,2008,1997-06-01,2009-06-30,Executive Chairman,Chabraja,Nicholas,MALE,GD,GENERAL DYNAMICS CORP,57.59,VA,31/12/2008,22270.6865,General Dynamics,Industrials,7.0,36,1997.0,2009.0,-0.3528486346780536,0.0576923076923077,0.1753173672786063,13.75,21.724967,-35.28486346780536,5.769230769230771,17.531736727860636
981,700.0,22305.769,5046,2009,1997-06-01,2009-06-30,Executive Chairman,Chabraja,Nicholas,MALE,GD,GENERAL DYNAMICS CORP,68.17,VA,31/12/2009,26293.5099,General Dynamics,Industrials,7.0,36,1997.0,2009.0,0.1837124500781386,-0.4909090909090909,0.026734309884107,7.0,22.305769,18.37124500781386,-49.09090909090909,2.673430988410708
992,1257.33,16334.497,5071,2007,1995-05-28,2007-09-24,former chairman & CEO,Sanger,Stephen,MALE,GIS,GENERAL MILLS INC,57.0,MN,31/05/2008,21330.0,General Mills,Consumer Staples,3.0,20,1995.0,2007.0,-0.0104166666666667,0.0129546827794562,0.0488052658259057,12.5733,16.334497,-1.041666666666674,1.2954682779456217,4.880526582590572
1017,835.0,5209.49,5125,2007,2004-08-01,2016-04-01,Executive Chairman,Gallagher,Thomas,MALE,GPC,GENUINE PARTS CO,46.3,GA,31/12/2007,7688.8095,Genuine Parts,Consumer,1.0,10,2004.0,2016.0,-0.0238245835968796,0.0437499999999999,0.2308892237739404,8.35,5.20949,-2.3824583596879667,4.374999999999996,23.08892237739404
1017,875.0,4580.364,5125,2008,2004-08-01,2016-04-01,Executive Chairman,Gallagher,Thomas,MALE,GPC,GENUINE PARTS CO,37.86,GA,31/12/2008,6036.512,Genuine Parts,Consumer,1.0,10,2004.0,2016.0,-0.1822894168466522,0.0479041916167664,-0.1207653724260916,8.75,4.580363999999999,-18.228941684665223,4.79041916167664,-12.076537242609165
1017,875.0,3030.703,5125,2009,2004-08-01,2016-04-01,Executive Chairman,Gallagher,Thomas,MALE,GPC,GENUINE PARTS CO,37.96,GA,31/12/2009,6032.5273,Genuine Parts,Consumer,1.0,10,2004.0,2016.0,0.0026413100898046,0.0,-0.338327041256983,8.75,3.030703,0.2641310089804616,0.0,-33.8327041256983
1017,950.0,5548.738,5125,2010,2004-08-01,2016-04-01,Executive Chairman,Gallagher,Thomas,MALE,GPC,GENUINE PARTS CO,51.34,GA,31/12/2010,8093.0322,Genuine Parts,Consumer,1.0,10,2004.0,2016.0,0.3524762908324552,0.0857142857142856,0.8308418871793113,9.5,5.548738,35.24762908324553,8.571428571428562,83.08418871793113
1017,997.5,8211.373,5125,2011,2004-08-01,2016-04-01,Executive Chairman,Gallagher,Thomas,MALE,GPC,GENUINE PARTS CO,61.2,GA,31/12/2011,9525.8412,Genuine Parts,Consumer,1.0,10,2004.0,2016.0,0.1920529801324502,0.05,0.4798631688863304,9.975,8.211373,19.20529801324502,5.000000000000004,47.98631688863304
1017,1028.25,10654.263,5125,2012,2004-08-01,2016-04-01,Executive Chairman,Gallagher,Thomas,MALE,GPC,GENUINE PARTS CO,63.58,GA,31/12/2012,9844.7908,Genuine Parts,Consumer,1.0,10,2004.0,2016.0,0.0388888888888887,0.0308270676691728,0.2975007955429622,10.2825,10.654263,3.888888888888875,3.082706766917287,29.750079554296228
1017,1059.25,4687.097,5125,2013,2004-08-01,2016-04-01,Executive Chairman,Gallagher,Thomas,MALE,GPC,GENUINE PARTS CO,83.19,GA,31/12/2013,12792.3759,Genuine Parts,Consumer,1.0,10,2004.0,2016.0,0.3084303240012582,0.0301483102358375,-0.5600730899922407,10.5925,4.687097,30.843032400125825,3.0148310235837528,-56.00730899922407
