SALARY,STOCKOPT,GVKEY,YEAR,BECAMECEO,LEFTOFC,TITLE,EXEC_LNAME,EXEC_FNAME,GENDER,TICKER,CONAME,PRICEC,STATE
950.004,,1075,2005,1/2/1999,30/04/2009,"Director and Member of Finance, Nuclear & Operating Committee",Post,William,MALE,PNW,PINNACLE WEST CAPITAL CORP,41.35,AZ
416.467,,1075,2005,30/04/2009,15/11/2019,"Chairman, CEO & President","Brandt, CPA",Donald,MALE,PNW,PINNACLE WEST CAPITAL CORP,41.35,AZ
950.004,,1075,2006,1/2/1999,30/04/2009,"Director and Member of Finance, Nuclear & Operating Committee",Post,William,MALE,PNW,PINNACLE WEST CAPITAL CORP,50.69,AZ
456.263,,1075,2006,30/04/2009,15/11/2019,"Chairman, CEO & President","Brandt, CPA",Donald,MALE,PNW,PINNACLE WEST CAPITAL CORP,50.69,AZ
950.0,-3.107,1075,2007,1/2/1999,30/04/2009,"Director and Member of Finance, Nuclear & Operating Committee",Post,William,MALE,PNW,PINNACLE WEST CAPITAL CORP,42.41,AZ
599.999,24.023,1075,2007,30/04/2009,15/11/2019,"Chairman, CEO & President","Brandt, CPA",Donald,MALE,PNW,PINNACLE WEST CAPITAL CORP,42.41,AZ
950.0,-28.83,1075,2008,1/2/1999,30/04/2009,"Director and Member of Finance, Nuclear & Operating Committee",Post,William,MALE,PNW,PINNACLE WEST CAPITAL CORP,32.13,AZ
725.0,-31.963,1075,2008,30/04/2009,15/11/2019,"Chairman, CEO & President","Brandt, CPA",Donald,MALE,PNW,PINNACLE WEST CAPITAL CORP,32.13,AZ
334.661,7.836,1075,2009,1/2/1999,30/04/2009,"Director and Member of Finance, Nuclear & Operating Committee",Post,William,MALE,PNW,PINNACLE WEST CAPITAL CORP,36.58,AZ
890.568,142.386,1075,2009,30/04/2009,15/11/2019,"Chairman, CEO & President","Brandt, CPA",Donald,MALE,PNW,PINNACLE WEST CAPITAL CORP,36.58,AZ
960.0,23.283,1075,2010,30/04/2009,15/11/2019,"Chairman, CEO & President","Brandt, CPA",Donald,MALE,PNW,PINNACLE WEST CAPITAL CORP,41.45,AZ
1091.0,40.118,1075,2011,30/04/2009,15/11/2019,"Chairman, CEO & President","Brandt, CPA",Donald,MALE,PNW,PINNACLE WEST CAPITAL CORP,48.18,AZ
1146.0,44.606,1075,2012,30/04/2009,15/11/2019,"Chairman, CEO & President","Brandt, CPA",Donald,MALE,PNW,PINNACLE WEST CAPITAL CORP,50.98,AZ
1203.3,-28.931,1075,2013,30/04/2009,15/11/2019,"Chairman, CEO & President","Brandt, CPA",Donald,MALE,PNW,PINNACLE WEST CAPITAL CORP,52.92,AZ
1240.0,14.531,1075,2014,30/04/2009,15/11/2019,"Chairman, CEO & President","Brandt, CPA",Donald,MALE,PNW,PINNACLE WEST CAPITAL CORP,68.31,AZ
1277.0,0.1,1075,2015,30/04/2009,15/11/2019,"Chairman, CEO & President","Brandt, CPA",Donald,MALE,PNW,PINNACLE WEST CAPITAL CORP,64.48,AZ
1315.0,21.651,1075,2016,30/04/2009,15/11/2019,"Chairman, CEO & President","Brandt, CPA",Donald,MALE,PNW,PINNACLE WEST CAPITAL CORP,78.03,AZ
1355.0,-7.27,1075,2017,30/04/2009,15/11/2019,"Chairman, CEO & President","Brandt, CPA",Donald,MALE,PNW,PINNACLE WEST CAPITAL CORP,85.18,AZ
1395.0,15.304,1075,2018,30/04/2009,15/11/2019,"Chairman, CEO & President","Brandt, CPA",Donald,MALE,PNW,PINNACLE WEST CAPITAL CORP,85.2,AZ
575.0,,1075,2018,15/11/2019,,"Chairman, President & CEO",Guldner,Jeffrey,MALE,PNW,PINNACLE WEST CAPITAL CORP,85.2,AZ
761.535,,1078,1992,1/12/1989,31/12/1998,chmn.,Burnham,Duane,MALE,ABT,ABBOTT LABORATORIES,30.375,IL
772.615,,1078,1993,1/12/1989,31/12/1998,chmn.,Burnham,Duane,MALE,ABT,ABBOTT LABORATORIES,29.625,IL
794.269,,1078,1994,1/12/1989,31/12/1998,chmn.,Burnham,Duane,MALE,ABT,ABBOTT LABORATORIES,32.625,IL
818.269,,1078,1995,1/12/1989,31/12/1998,chmn.,Burnham,Duane,MALE,ABT,ABBOTT LABORATORIES,41.625,IL
297.115,,1078,1995,1/1/1999,31/03/2020,Executive Chairman of the Board,"White, M.B.A.",Miles,MALE,ABT,ABBOTT LABORATORIES,41.625,IL
846.923,,1078,1996,1/12/1989,31/12/1998,chmn.,Burnham,Duane,MALE,ABT,ABBOTT LABORATORIES,50.75,IL
370.769,,1078,1996,1/1/1999,31/03/2020,Executive Chairman of the Board,"White, M.B.A.",Miles,MALE,ABT,ABBOTT LABORATORIES,50.75,IL
877.769,,1078,1997,1/12/1989,31/12/1998,chmn.,Burnham,Duane,MALE,ABT,ABBOTT LABORATORIES,65.5,IL
393.654,,1078,1997,1/1/1999,31/03/2020,Executive Chairman of the Board,"White, M.B.A.",Miles,MALE,ABT,ABBOTT LABORATORIES,65.5,IL
913.077,,1078,1998,1/12/1989,31/12/1998,chmn.,Burnham,Duane,MALE,ABT,ABBOTT LABORATORIES,49.0,IL
669.615,,1078,1998,1/1/1999,31/03/2020,Executive Chairman of the Board,"White, M.B.A.",Miles,MALE,ABT,ABBOTT LABORATORIES,49.0,IL
1306.731,,1078,1999,1/1/1999,31/03/2020,Executive Chairman of the Board,"White, M.B.A.",Miles,MALE,ABT,ABBOTT LABORATORIES,36.3125,IL
1390.961,,1078,2000,1/1/1999,31/03/2020,Executive Chairman of the Board,"White, M.B.A.",Miles,MALE,ABT,ABBOTT LABORATORIES,48.4375,IL
1445.662,,1078,2001,1/1/1999,31/03/2020,Executive Chairman of the Board,"White, M.B.A.",Miles,MALE,ABT,ABBOTT LABORATORIES,55.75,IL
1497.388,,1078,2002,1/1/1999,31/03/2020,Executive Chairman of the Board,"White, M.B.A.",Miles,MALE,ABT,ABBOTT LABORATORIES,40.0,IL
1564.961,,1078,2003,1/1/1999,31/03/2020,Executive Chairman of the Board,"White, M.B.A.",Miles,MALE,ABT,ABBOTT LABORATORIES,46.6,IL
1551.846,,1078,2004,1/1/1999,31/03/2020,Executive Chairman of the Board,"White, M.B.A.",Miles,MALE,ABT,ABBOTT LABORATORIES,46.65,IL
1605.99,,1078,2005,1/1/1999,31/03/2020,Executive Chairman of the Board,"White, M.B.A.",Miles,MALE,ABT,ABBOTT LABORATORIES,39.43,IL
1661.973,,1078,2006,1/1/1999,31/03/2020,Executive Chairman of the Board,"White, M.B.A.",Miles,MALE,ABT,ABBOTT LABORATORIES,48.71,IL
1726.936,42.062,1078,2007,1/1/1999,31/03/2020,Executive Chairman of the Board,"White, M.B.A.",Miles,MALE,ABT,ABBOTT LABORATORIES,56.15,IL
1795.471,-11.583,1078,2008,1/1/1999,31/03/2020,Executive Chairman of the Board,"White, M.B.A.",Miles,MALE,ABT,ABBOTT LABORATORIES,53.37,IL
1852.319,-7.218,1078,2009,1/1/1999,31/03/2020,Executive Chairman of the Board,"White, M.B.A.",Miles,MALE,ABT,ABBOTT LABORATORIES,53.99,IL
1893.371,-2.478,1078,2010,1/1/1999,31/03/2020,Executive Chairman of the Board,"White, M.B.A.",Miles,MALE,ABT,ABBOTT LABORATORIES,47.91,IL
1900.0,-6.076,1078,2011,1/1/1999,31/03/2020,Executive Chairman of the Board,"White, M.B.A.",Miles,MALE,ABT,ABBOTT LABORATORIES,56.23,IL
1900.0,4.614,1078,2012,1/1/1999,31/03/2020,Executive Chairman of the Board,"White, M.B.A.",Miles,MALE,ABT,ABBOTT LABORATORIES,65.5,IL
1900.0,-16.932,1078,2013,1/1/1999,31/03/2020,Executive Chairman of the Board,"White, M.B.A.",Miles,MALE,ABT,ABBOTT LABORATORIES,38.33,IL
1973.077,-15.017,1078,2014,1/1/1999,31/03/2020,Executive Chairman of the Board,"White, M.B.A.",Miles,MALE,ABT,ABBOTT LABORATORIES,45.02,IL
1900.0,9.415,1078,2015,1/1/1999,31/03/2020,Executive Chairman of the Board,"White, M.B.A.",Miles,MALE,ABT,ABBOTT LABORATORIES,44.91,IL
1900.0,4.556,1078,2016,1/1/1999,31/03/2020,Executive Chairman of the Board,"White, M.B.A.",Miles,MALE,ABT,ABBOTT LABORATORIES,38.41,IL
1900.0,-6.48,1078,2017,1/1/1999,31/03/2020,Executive Chairman of the Board,"White, M.B.A.",Miles,MALE,ABT,ABBOTT LABORATORIES,57.07,IL
675.0,,1078,2017,31/03/2020,,"Chairman of the Board, President & CEO",Ford,Robert,MALE,ABT,ABBOTT LABORATORIES,57.07,IL
1900.0,27.849,1078,2018,1/1/1999,31/03/2020,Executive Chairman of the Board,"White, M.B.A.",Miles,MALE,ABT,ABBOTT LABORATORIES,72.33,IL
784.25,72.85,1078,2018,31/03/2020,,"Chairman of the Board, President & CEO",Ford,Robert,MALE,ABT,ABBOTT LABORATORIES,72.33,IL
874.999,,1161,1992,1/5/1969,25/04/2002,chairman,Sanders III,Walter,MALE,AMD,ADVANCED MICRO DEVICES,18.125,CA
929.0,,1161,1993,1/5/1969,25/04/2002,chairman,Sanders III,Walter,MALE,AMD,ADVANCED MICRO DEVICES,17.75,CA
952.225,,1161,1994,1/5/1969,25/04/2002,chairman,Sanders III,Walter,MALE,AMD,ADVANCED MICRO DEVICES,24.875,CA
978.887,,1161,1995,1/5/1969,25/04/2002,chairman,Sanders III,Walter,MALE,AMD,ADVANCED MICRO DEVICES,16.5,CA
1038.461,,1161,1996,1/5/1969,25/04/2002,chairman,Sanders III,Walter,MALE,AMD,ADVANCED MICRO DEVICES,25.75,CA
1000.0,,1161,1997,1/5/1969,25/04/2002,chairman,Sanders III,Walter,MALE,AMD,ADVANCED MICRO DEVICES,17.75,CA
1000.0,,1161,1998,1/5/1969,25/04/2002,chairman,Sanders III,Walter,MALE,AMD,ADVANCED MICRO DEVICES,29.0,CA
1000.0,,1161,1999,1/5/1969,25/04/2002,chairman,Sanders III,Walter,MALE,AMD,ADVANCED MICRO DEVICES,28.9375,CA
1000.0,,1161,2000,1/5/1969,25/04/2002,chairman,Sanders III,Walter,MALE,AMD,ADVANCED MICRO DEVICES,13.8125,CA
752.915,,1161,2000,25/04/2002,17/07/2008,Executive  Chairman,"Ruiz, Ph.D.",Hector de,MALE,AMD,ADVANCED MICRO DEVICES,13.8125,CA
1000.0,,1161,2001,1/5/1969,25/04/2002,chairman,Sanders III,Walter,MALE,AMD,ADVANCED MICRO DEVICES,15.86,CA
775.962,,1161,2001,25/04/2002,17/07/2008,Executive  Chairman,"Ruiz, Ph.D.",Hector de,MALE,AMD,ADVANCED MICRO DEVICES,15.86,CA
392.4,,1161,2001,1/7/2008,10/1/2011,"Chief Executive Officer, President and Director",Meyer,Derrick,MALE,AMD,ADVANCED MICRO DEVICES,15.86,CA
916.838,,1161,2002,1/5/1969,25/04/2002,chairman,Sanders III,Walter,MALE,AMD,ADVANCED MICRO DEVICES,6.46,CA
896.945,,1161,2002,25/04/2002,17/07/2008,Executive  Chairman,"Ruiz, Ph.D.",Hector de,MALE,AMD,ADVANCED MICRO DEVICES,6.46,CA
441.536,,1161,2002,1/7/2008,10/1/2011,"Chief Executive Officer, President and Director",Meyer,Derrick,MALE,AMD,ADVANCED MICRO DEVICES,6.46,CA
846.216,,1161,2003,1/5/1969,25/04/2002,chairman,Sanders III,Walter,MALE,AMD,ADVANCED MICRO DEVICES,14.9,CA
950.019,,1161,2003,25/04/2002,17/07/2008,Executive  Chairman,"Ruiz, Ph.D.",Hector de,MALE,AMD,ADVANCED MICRO DEVICES,14.9,CA
451.883,,1161,2003,1/7/2008,10/1/2011,"Chief Executive Officer, President and Director",Meyer,Derrick,MALE,AMD,ADVANCED MICRO DEVICES,14.9,CA
950.019,,1161,2004,25/04/2002,17/07/2008,Executive  Chairman,"Ruiz, Ph.D.",Hector de,MALE,AMD,ADVANCED MICRO DEVICES,22.02,CA
467.829,,1161,2004,1/7/2008,10/1/2011,"Chief Executive Officer, President and Director",Meyer,Derrick,MALE,AMD,ADVANCED MICRO DEVICES,22.02,CA
950.019,,1161,2005,25/04/2002,17/07/2008,Executive  Chairman,"Ruiz, Ph.D.",Hector de,MALE,AMD,ADVANCED MICRO DEVICES,30.6,CA
494.231,,1161,2005,1/7/2008,10/1/2011,"Chief Executive Officer, President and Director",Meyer,Derrick,MALE,AMD,ADVANCED MICRO DEVICES,30.6,CA
1046.358,,1161,2006,25/04/2002,17/07/2008,Executive  Chairman,"Ruiz, Ph.D.",Hector de,MALE,AMD,ADVANCED MICRO DEVICES,20.35,CA
631.759,,1161,2006,1/7/2008,10/1/2011,"Chief Executive Officer, President and Director",Meyer,Derrick,MALE,AMD,ADVANCED MICRO DEVICES,20.35,CA
1124.0,-49.888,1161,2007,25/04/2002,17/07/2008,Executive  Chairman,"Ruiz, Ph.D.",Hector de,MALE,AMD,ADVANCED MICRO DEVICES,7.5,CA
695.0,-35.107,1161,2007,1/7/2008,10/1/2011,"Chief Executive Officer, President and Director",Meyer,Derrick,MALE,AMD,ADVANCED MICRO DEVICES,7.5,CA
1123.99,-37.651,1161,2008,25/04/2002,17/07/2008,Executive  Chairman,"Ruiz, Ph.D.",Hector de,MALE,AMD,ADVANCED MICRO DEVICES,2.16,CA
856.732,19.286,1161,2008,1/7/2008,10/1/2011,"Chief Executive Officer, President and Director",Meyer,Derrick,MALE,AMD,ADVANCED MICRO DEVICES,2.16,CA
544.704,-28.13,1161,2009,25/04/2002,17/07/2008,Executive  Chairman,"Ruiz, Ph.D.",Hector de,MALE,AMD,ADVANCED MICRO DEVICES,9.68,CA
792.685,-13.699,1161,2009,1/7/2008,10/1/2011,"Chief Executive Officer, President and Director",Meyer,Derrick,MALE,AMD,ADVANCED MICRO DEVICES,9.68,CA
121.152,,1161,2009,10/1/2011,1/8/2011,"Chief Financial officer, Principal Accounting officer and Senior Vice President",Seifert,Thomas,MALE,AMD,ADVANCED MICRO DEVICES,9.68,CA
925.381,22.041,1161,2010,1/7/2008,10/1/2011,"Chief Executive Officer, President and Director",Meyer,Derrick,MALE,AMD,ADVANCED MICRO DEVICES,8.18,CA
524.992,95.61,1161,2010,10/1/2011,1/8/2011,"Chief Financial officer, Principal Accounting officer and Senior Vice President",Seifert,Thomas,MALE,AMD,ADVANCED MICRO DEVICES,8.18,CA
83.623,57.92,1161,2011,1/7/2008,10/1/2011,"Chief Executive Officer, President and Director",Meyer,Derrick,MALE,AMD,ADVANCED MICRO DEVICES,5.4,CA
566.046,11.133,1161,2011,10/1/2011,1/8/2011,"Chief Financial officer, Principal Accounting officer and Senior Vice President",Seifert,Thomas,MALE,AMD,ADVANCED MICRO DEVICES,5.4,CA
353.847,,1161,2011,25/08/2011,8/10/2014,Advisor,Read,Rory,MALE,AMD,ADVANCED MICRO DEVICES,5.4,CA
494.826,-23.376,1161,2012,10/1/2011,1/8/2011,"Chief Financial officer, Principal Accounting officer and Senior Vice President",Seifert,Thomas,MALE,AMD,ADVANCED MICRO DEVICES,2.4,CA
1000.002,-53.247,1161,2012,25/08/2011,8/10/2014,Advisor,Read,Rory,MALE,AMD,ADVANCED MICRO DEVICES,2.4,CA
572.784,,1161,2012,10/8/2014,,CEO & Chair,"Su, Ph.D.",Lisa,FEMALE,AMD,ADVANCED MICRO DEVICES,2.4,CA
1000.002,12.512,1161,2013,25/08/2011,8/10/2014,Advisor,Read,Rory,MALE,AMD,ADVANCED MICRO DEVICES,3.87,CA
574.995,-40.257,1161,2013,10/8/2014,,CEO & Chair,"Su, Ph.D.",Lisa,FEMALE,AMD,ADVANCED MICRO DEVICES,3.87,CA
1000.002,-5.869,1161,2014,25/08/2011,8/10/2014,Advisor,Read,Rory,MALE,AMD,ADVANCED MICRO DEVICES,2.67,CA
656.823,227.116,1161,2014,10/8/2014,,CEO & Chair,"Su, Ph.D.",Lisa,FEMALE,AMD,ADVANCED MICRO DEVICES,2.67,CA
849.992,-44.168,1161,2015,10/8/2014,,CEO & Chair,"Su, Ph.D.",Lisa,FEMALE,AMD,ADVANCED MICRO DEVICES,2.87,CA
886.34,78.753,1161,2016,10/8/2014,,CEO & Chair,"Su, Ph.D.",Lisa,FEMALE,AMD,ADVANCED MICRO DEVICES,11.34,CA
924.997,-7.079,1161,2017,10/8/2014,,CEO & Chair,"Su, Ph.D.",Lisa,FEMALE,AMD,ADVANCED MICRO DEVICES,10.28,CA
961.057,22.594,1161,2018,10/8/2014,,CEO & Chair,"Su, Ph.D.",Lisa,FEMALE,AMD,ADVANCED MICRO DEVICES,18.46,CA
775.961,,1177,1992,1/3/1992,28/07/1997,chmn. & CEO,Compton,Ronald,MALE,AET,AETNA INC,46.5,CT
775.0,,1177,1993,1/3/1992,28/07/1997,chmn. & CEO,Compton,Ronald,MALE,AET,AETNA INC,60.375,CT
775.0,,1177,1994,1/3/1992,28/07/1997,chmn. & CEO,Compton,Ronald,MALE,AET,AETNA INC,47.125,CT
800.577,,1177,1995,1/3/1992,28/07/1997,chmn. & CEO,Compton,Ronald,MALE,AET,AETNA INC,69.25,CT
451.923,,1177,1995,28/07/1997,25/02/2000,"chairman, president & CEO",Huber,Richard,MALE,AET,AETNA INC,69.25,CT
839.231,,1177,1996,1/3/1992,28/07/1997,chmn. & CEO,Compton,Ronald,MALE,AET,AETNA INC,80.0,CT
532.885,,1177,1996,28/07/1997,25/02/2000,"chairman, president & CEO",Huber,Richard,MALE,AET,AETNA INC,80.0,CT
850.0,,1177,1997,1/3/1992,28/07/1997,chmn. & CEO,Compton,Ronald,MALE,AET,AETNA INC,70.562,CT
631.731,,1177,1997,28/07/1997,25/02/2000,"chairman, president & CEO",Huber,Richard,MALE,AET,AETNA INC,70.562,CT
888.846,,1177,1998,28/07/1997,25/02/2000,"chairman, president & CEO",Huber,Richard,MALE,AET,AETNA INC,78.625,CT
1000.0,,1177,1999,28/07/1997,25/02/2000,"chairman, president & CEO",Huber,Richard,MALE,AET,AETNA INC,55.8125,CT
169.231,,1177,2000,28/07/1997,25/02/2000,"chairman, president & CEO",Huber,Richard,MALE,AET,AETNA INC,41.0625,CT
1000.0,,1177,2000,30/05/2000,15/09/2000,chairman,Donaldson,William,MALE,AET,AETNA INC,41.0625,CT
273.077,,1177,2000,15/09/2000,14/02/2006,former chairman & CEO,Rowe,John,MALE,AET,AETNA INC,41.0625,CT
328.492,,1177,2001,30/05/2000,15/09/2000,chairman,Donaldson,William,MALE,AET,AETNA INC,32.99,CT
1000.0,,1177,2001,15/09/2000,14/02/2006,former chairman & CEO,Rowe,John,MALE,AET,AETNA INC,32.99,CT
621.538,,1177,2001,1/2/2006,1/11/2010,"Executive Chairman, Chairman of Executive Committee and Member of Investment & Finance Committee",Williams,Ronald,MALE,AET,AETNA INC,32.99,CT
1000.0,,1177,2002,15/09/2000,14/02/2006,former chairman & CEO,Rowe,John,MALE,AET,AETNA INC,41.12,CT
848.077,,1177,2002,1/2/2006,1/11/2010,"Executive Chairman, Chairman of Executive Committee and Member of Investment & Finance Committee",Williams,Ronald,MALE,AET,AETNA INC,41.12,CT
1042.146,,1177,2003,15/09/2000,14/02/2006,former chairman & CEO,Rowe,John,MALE,AET,AETNA INC,67.58,CT
914.943,,1177,2003,1/2/2006,1/11/2010,"Executive Chairman, Chairman of Executive Committee and Member of Investment & Finance Committee",Williams,Ronald,MALE,AET,AETNA INC,67.58,CT
1133.749,,1177,2004,15/09/2000,14/02/2006,former chairman & CEO,Rowe,John,MALE,AET,AETNA INC,124.75,CT
1028.982,,1177,2004,1/2/2006,1/11/2010,"Executive Chairman, Chairman of Executive Committee and Member of Investment & Finance Committee",Williams,Ronald,MALE,AET,AETNA INC,124.75,CT
1100.0,,1177,2005,15/09/2000,14/02/2006,former chairman & CEO,Rowe,John,MALE,AET,AETNA INC,94.31,CT
1000.0,,1177,2005,1/2/2006,1/11/2010,"Executive Chairman, Chairman of Executive Committee and Member of Investment & Finance Committee",Williams,Ronald,MALE,AET,AETNA INC,94.31,CT
825.0,,1177,2006,15/09/2000,14/02/2006,former chairman & CEO,Rowe,John,MALE,AET,AETNA INC,43.18,CT
1073.077,,1177,2006,1/2/2006,1/11/2010,"Executive Chairman, Chairman of Executive Committee and Member of Investment & Finance Committee",Williams,Ronald,MALE,AET,AETNA INC,43.18,CT
513.185,,1177,2006,29/11/2010,,Chairman & CEO,Bertolini,Mark,MALE,AET,AETNA INC,43.18,CT
1095.785,-38.044,1177,2007,1/2/2006,1/11/2010,"Executive Chairman, Chairman of Executive Committee and Member of Investment & Finance Committee",Williams,Ronald,MALE,AET,AETNA INC,57.73,CT
711.847,141.13,1177,2007,29/11/2010,,Chairman & CEO,Bertolini,Mark,MALE,AET,AETNA INC,57.73,CT
1091.764,-6.601,1177,2008,1/2/2006,1/11/2010,"Executive Chairman, Chairman of Executive Committee and Member of Investment & Finance Committee",Williams,Ronald,MALE,AET,AETNA INC,28.5,CT
919.368,-56.49,1177,2008,29/11/2010,,Chairman & CEO,Bertolini,Mark,MALE,AET,AETNA INC,28.5,CT
1095.785,50.177,1177,2009,1/2/2006,1/11/2010,"Executive Chairman, Chairman of Executive Committee and Member of Investment & Finance Committee",Williams,Ronald,MALE,AET,AETNA INC,31.7,CT
932.414,147.105,1177,2009,29/11/2010,,Chairman & CEO,Bertolini,Mark,MALE,AET,AETNA INC,31.7,CT
1095.785,-25.818,1177,2010,1/2/2006,1/11/2010,"Executive Chairman, Chairman of Executive Committee and Member of Investment & Finance Committee",Williams,Ronald,MALE,AET,AETNA INC,30.51,CT
937.318,-46.401,1177,2010,29/11/2010,,Chairman & CEO,Bertolini,Mark,MALE,AET,AETNA INC,30.51,CT
1000.0,19.838,1177,2011,29/11/2010,,Chairman & CEO,Bertolini,Mark,MALE,AET,AETNA INC,42.19,CT
977.159,25.857,1177,2012,29/11/2010,,Chairman & CEO,Bertolini,Mark,MALE,AET,AETNA INC,46.31,CT
241.424,,1177,2012,28/11/2018,,President,Lynch,Karen,FEMALE,AET,AETNA INC,46.31,CT
996.169,131.263,1177,2013,29/11/2010,,Chairman & CEO,Bertolini,Mark,MALE,AET,AETNA INC,68.59,CT
649.514,-20.94,1177,2013,28/11/2018,,President,Lynch,Karen,FEMALE,AET,AETNA INC,68.59,CT
996.169,-50.961,1177,2014,29/11/2010,,Chairman & CEO,Bertolini,Mark,MALE,AET,AETNA INC,88.83,CT
672.414,,1177,2014,28/11/2018,,President,Lynch,Karen,FEMALE,AET,AETNA INC,88.83,CT
1034.483,14.572,1177,2015,29/11/2010,,Chairman & CEO,Bertolini,Mark,MALE,AET,AETNA INC,108.12,CT
919.828,,1177,2015,28/11/2018,,President,Lynch,Karen,FEMALE,AET,AETNA INC,108.12,CT
1141.762,8.107,1177,2016,29/11/2010,,Chairman & CEO,Bertolini,Mark,MALE,AET,AETNA INC,124.01,CT
919.483,-5.558,1177,2016,28/11/2018,,President,Lynch,Karen,FEMALE,AET,AETNA INC,124.01,CT
1200.0,0.474,1177,2017,29/11/2010,,Chairman & CEO,Bertolini,Mark,MALE,AET,AETNA INC,180.39,CT
931.5,4.629,1177,2017,28/11/2018,,President,Lynch,Karen,FEMALE,AET,AETNA INC,180.39,CT
475.962,,1209,1992,1/5/1992,30/11/2000,chairman & CEO,Wagner,Harold,MALE,APD,AIR PRODUCTS & CHEMICALS INC,46.75,PA
569.231,,1209,1993,1/5/1992,30/11/2000,chairman & CEO,Wagner,Harold,MALE,APD,AIR PRODUCTS & CHEMICALS INC,44.25,PA
600.0,,1209,1994,1/5/1992,30/11/2000,chairman & CEO,Wagner,Harold,MALE,APD,AIR PRODUCTS & CHEMICALS INC,44.625,PA
255.0,,1209,1994,1/12/2000,1/10/2007,chairman & CEO,"Jones, III",John,MALE,APD,AIR PRODUCTS & CHEMICALS INC,44.625,PA
686.539,,1209,1995,1/5/1992,30/11/2000,chairman & CEO,Wagner,Harold,MALE,APD,AIR PRODUCTS & CHEMICALS INC,52.75,PA
274.231,,1209,1995,1/12/2000,1/10/2007,chairman & CEO,"Jones, III",John,MALE,APD,AIR PRODUCTS & CHEMICALS INC,52.75,PA
