CO_PER_ROL,SALARY,STOCKOPT,GVKEY,YEAR,BECAMECEO,LEFTOFC,TITLE,EXEC_LNAME,EXEC_FNAME,GENDER,TICKER,CONAME,PRICEC,STATE,DATE,MLVALT,Name,Sector,Sector_Code,STATEID,BECAMECEOYE,LEFTOFCYE,SIMPLE_RETURN,SALCH,STOCH,SALARY_THOU,STOCKOPT_MIL,RETURNS,SAL_CH_PER,STO_CH_PER
79,1000,,1380,1999,5/3/1995,,CEO & Director,Hess,John,MALE,HES,HESS CORP,56.75,NY,,,Hess Corporation,Energy,4,26,1995,,0.140703518,0,,10,,28.74449339,0,
79,1000,,1380,2000,5/3/1995,,CEO & Director,Hess,John,MALE,HES,HESS CORP,73.0625,NY,,,Hess Corporation,Energy,4,26,1995,,0.287444934,0,,10,,-14.45680068,0,
79,1000,,1380,2001,5/3/1995,,CEO & Director,Hess,John,MALE,HES,HESS CORP,62.5,NY,,,Hess Corporation,Energy,4,26,1995,,-0.144568007,0,,10,,-11.92,0,
79,1000,,1380,2002,5/3/1995,,CEO & Director,Hess,John,MALE,HES,HESS CORP,55.05,NY,,,Hess Corporation,Energy,4,26,1995,,-0.1192,0,,10,,-3.415077203,0,
79,1000,,1380,2003,5/3/1995,,CEO & Director,Hess,John,MALE,HES,HESS CORP,53.17,NY,,,Hess Corporation,Energy,4,26,1995,,-0.034150772,0,,10,,54.93699455,0,
79,1000,,1380,2004,5/3/1995,,CEO & Director,Hess,John,MALE,HES,HESS CORP,82.38,NY,,,Hess Corporation,Energy,4,26,1995,,0.549369945,0,,10,,53.94513231,0,
79,1100,,1380,2005,5/3/1995,,CEO & Director,Hess,John,MALE,HES,HESS CORP,126.82,NY,,,Hess Corporation,Energy,4,26,1995,,0.539451323,0.1,,11,,-60.91310519,10,
79,1250,16457.44,1380,2006,5/3/1995,,CEO & Director,Hess,John,MALE,HES,HESS CORP,49.57,NY,31/12/2006,15615.4423,Hess Corporation,Energy,4,26,1995,,-0.609131052,0.136363636,,12.5,16.45744,103.4698406,13.63636364,
79,1350,17737.752,1380,2007,5/3/1995,,CEO & Director,Hess,John,MALE,HES,HESS CORP,100.86,NY,31/12/2007,32335.716,Hess Corporation,Energy,4,26,1995,,1.034698406,0.08,0.077795331,13.5,17.737752,-46.81737061,8,7.779533147
79,1500,26334.067,1380,2008,5/3/1995,,CEO & Director,Hess,John,MALE,HES,HESS CORP,53.64,NY,31/12/2008,17493.7741,Hess Corporation,Energy,4,26,1995,,-0.468173706,0.111111111,0.484633848,15,26.334067,12.78896346,11.11111111,48.46338476
79,1500,18950.608,1380,2009,5/3/1995,,CEO & Director,Hess,John,MALE,HES,HESS CORP,60.5,NY,31/12/2009,19797.3545,Hess Corporation,Energy,4,26,1995,,0.127889635,0,-0.280376707,15,18.950608,26.51239669,0,-28.03767075
79,1500,18188.947,1380,2010,5/3/1995,,CEO & Director,Hess,John,MALE,HES,HESS CORP,76.54,NY,31/12/2010,25846.1037,Hess Corporation,Energy,4,26,1995,,0.265123967,0,-0.040191903,15,18.188947,-25.79043637,0,-4.019190308
79,1500,17474.844,1380,2011,5/3/1995,,CEO & Director,Hess,John,MALE,HES,HESS CORP,56.8,NY,31/12/2011,19310.6368,Hess Corporation,Energy,4,26,1995,,-0.257904364,0,-0.039260272,15,17.474844,-6.76056338,0,-3.926027164
79,1500,13141.266,1380,2012,5/3/1995,,CEO & Director,Hess,John,MALE,HES,HESS CORP,52.96,NY,31/12/2012,18087.3229,Hess Corporation,Energy,4,26,1995,,-0.067605634,0,-0.24798951,15,13.141266,56.72205438,0,-24.79895099
79,1500,16153.659,1380,2013,5/3/1995,,CEO & Director,Hess,John,MALE,HES,HESS CORP,83,NY,31/12/2013,27001.062,Hess Corporation,Energy,4,26,1995,,0.567220544,0,0.229231567,15,16.153659,-11.06024096,0,22.92315672
79,1500,22459.53,1380,2014,5/3/1995,,CEO & Director,Hess,John,MALE,HES,HESS CORP,73.82,NY,31/12/2014,21100.3397,Hess Corporation,Energy,4,26,1995,,-0.11060241,0,0.390367966,15,22.45953,-34.32674072,0,39.03679655
79,1500,12933.682,1380,2015,5/3/1995,,CEO & Director,Hess,John,MALE,HES,HESS CORP,48.48,NY,31/12/2015,13867.5101,Hess Corporation,Energy,4,26,1995,,-0.343267407,0,-0.424133898,15,12.933682,28.4859736,0,-42.41338977
79,1500,11705.332,1380,2016,5/3/1995,,CEO & Director,Hess,John,MALE,HES,HESS CORP,62.29,NY,31/12/2016,19716.2177,Hess Corporation,Energy,4,26,1995,,0.284859736,0,-0.094972955,15,11.705332,-23.79194092,0,-9.497295511
79,1500,14571.906,1380,2017,5/3/1995,,CEO & Director,Hess,John,MALE,HES,HESS CORP,47.47,NY,31/12/2017,14955.6134,Hess Corporation,Energy,4,26,1995,,-0.237919409,0,0.24489472,15,14.571906,-14.68295766,0,24.48947198
79,1500,12572.44,1380,2018,5/3/1995,,CEO & Director,Hess,John,MALE,HES,HESS CORP,40.5,NY,31/12/2018,11803.1175,Hess Corporation,Energy,4,26,1995,,-0.146829577,0,-0.137213759,15,12.57244,,0,-13.72137591
100,538.333,,1440,1993,4/28/1993,,"chairman, president & CEO; chairman & CEO-service corp; chairman & CEO sub.","Draper, Jr.",E.,MALE,AEP,AMERICAN ELECTRIC POWER CO,37.125,OH,,,American Electric Power,Utilities,11,27,1993,,,,,5.38333,,-11.44781145,,
100,620,,1440,1994,4/28/1993,,"chairman, president & CEO; chairman & CEO-service corp; chairman & CEO sub.","Draper, Jr.",E.,MALE,AEP,AMERICAN ELECTRIC POWER CO,32.875,OH,,,American Electric Power,Utilities,11,27,1993,,-0.114478114,0.1517035,,6.2,,23.19391635,15.17034995,
100,685,,1440,1995,4/28/1993,,"chairman, president & CEO; chairman & CEO-service corp; chairman & CEO sub.","Draper, Jr.",E.,MALE,AEP,AMERICAN ELECTRIC POWER CO,40.5,OH,,,American Electric Power,Utilities,11,27,1993,,0.231939163,0.10483871,,6.85,,1.543209877,10.48387097,
100,720,,1440,1996,4/28/1993,,"chairman, president & CEO; chairman & CEO-service corp; chairman & CEO sub.","Draper, Jr.",E.,MALE,AEP,AMERICAN ELECTRIC POWER CO,41.125,OH,,,American Electric Power,Utilities,11,27,1993,,0.015432099,0.051094891,,7.2,,25.53191489,5.109489051,
100,720,,1440,1997,4/28/1993,,"chairman, president & CEO; chairman & CEO-service corp; chairman & CEO sub.","Draper, Jr.",E.,MALE,AEP,AMERICAN ELECTRIC POWER CO,51.625,OH,,,American Electric Power,Utilities,11,27,1993,,0.255319149,0,,7.2,,-8.837772397,0,
100,780,,1440,1998,4/28/1993,,"chairman, president & CEO; chairman & CEO-service corp; chairman & CEO sub.","Draper, Jr.",E.,MALE,AEP,AMERICAN ELECTRIC POWER CO,47.0625,OH,,,American Electric Power,Utilities,11,27,1993,,-0.088377724,0.083333333,,7.8,,-31.73970784,8.333333333,
100,820,,1440,1999,4/28/1993,,"chairman, president & CEO; chairman & CEO-service corp; chairman & CEO sub.","Draper, Jr.",E.,MALE,AEP,AMERICAN ELECTRIC POWER CO,32.125,OH,,,American Electric Power,Utilities,11,27,1993,,-0.317397078,0.051282051,,8.2,,44.74708171,5.128205128,
100,850,,1440,2000,4/28/1993,,"chairman, president & CEO; chairman & CEO-service corp; chairman & CEO sub.","Draper, Jr.",E.,MALE,AEP,AMERICAN ELECTRIC POWER CO,46.5,OH,,,American Electric Power,Utilities,11,27,1993,,0.447470817,0.036585366,,8.5,,-6.387096774,3.658536585,
100,910,,1440,2001,4/28/1993,,"chairman, president & CEO; chairman & CEO-service corp; chairman & CEO sub.","Draper, Jr.",E.,MALE,AEP,AMERICAN ELECTRIC POWER CO,43.53,OH,,,American Electric Power,Utilities,11,27,1993,,-0.063870968,0.070588235,,9.1,,-37.2157133,7.058823529,
100,1054.038,,1440,2002,4/28/1993,,"chairman, president & CEO; chairman & CEO-service corp; chairman & CEO sub.","Draper, Jr.",E.,MALE,AEP,AMERICAN ELECTRIC POWER CO,27.33,OH,,,American Electric Power,Utilities,11,27,1993,,-0.372157133,0.158283516,,10.54038,,11.63556531,15.82835165,
100,1094.192,,1440,2003,4/28/1993,,"chairman, president & CEO; chairman & CEO-service corp; chairman & CEO sub.","Draper, Jr.",E.,MALE,AEP,AMERICAN ELECTRIC POWER CO,30.51,OH,,,American Electric Power,Utilities,11,27,1993,,0.116355653,0.038095401,,10.94192,,,3.809540074,
108,776.923,,1447,1993,2/1/1993,1/1/2001,chairman & CEO,Golub,Harvey,MALE,AXP,AMERICAN EXPRESS CO,30.875,NY,,,American Express Co,Financials,5,26,1993,2001,,,,7.76923,,-4.453441296,,
108,800,,1447,1994,2/1/1993,1/1/2001,chairman & CEO,Golub,Harvey,MALE,AXP,AMERICAN EXPRESS CO,29.5,NY,,,American Express Co,Financials,5,26,1993,2001,-0.044534413,0.029703072,,8,,40.25423729,2.970307225,
108,876.923,,1447,1995,2/1/1993,1/1/2001,chairman & CEO,Golub,Harvey,MALE,AXP,AMERICAN EXPRESS CO,41.375,NY,,,American Express Co,Financials,5,26,1993,2001,0.402542373,0.09615375,,8.76923,,36.55589124,9.615375,
108,900,,1447,1996,2/1/1993,1/1/2001,chairman & CEO,Golub,Harvey,MALE,AXP,AMERICAN EXPRESS CO,56.5,NY,,,American Express Co,Financials,5,26,1993,2001,0.365558912,0.02631588,,9,,57.96460177,2.63158795,
108,900,,1447,1997,2/1/1993,1/1/2001,chairman & CEO,Golub,Harvey,MALE,AXP,AMERICAN EXPRESS CO,89.25,NY,,,American Express Co,Financials,5,26,1993,2001,0.579646018,0,,9,,14.84593838,0,
108,1019.231,,1447,1998,2/1/1993,1/1/2001,chairman & CEO,Golub,Harvey,MALE,AXP,AMERICAN EXPRESS CO,102.5,NY,,,American Express Co,Financials,5,26,1993,2001,0.148459384,0.132478889,,10.19231,,62.19512195,13.24788889,
108,1000,,1447,1999,2/1/1993,1/1/2001,chairman & CEO,Golub,Harvey,MALE,AXP,AMERICAN EXPRESS CO,166.25,NY,,,American Express Co,Financials,5,26,1993,2001,0.62195122,-0.018868147,,10,,-66.95488722,-1.886814667,
108,1000,,1447,2000,2/1/1993,1/1/2001,chairman & CEO,Golub,Harvey,MALE,AXP,AMERICAN EXPRESS CO,54.9375,NY,,,American Express Co,Financials,5,26,1993,2001,-0.669548872,0,,10,,-35.03526735,0,
111,1000,,1447,2001,1/1/2001,2/1/2018,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,35.69,NY,,,American Express Co,Financials,5,26,2001,2018,-0.350352673,,,10,,-0.952647801,,
111,950,,1447,2002,1/1/2001,2/1/2018,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,35.35,NY,,,American Express Co,Financials,5,26,2001,2018,-0.009526478,-0.05,,9.5,,36.43564356,-5,
111,1000,,1447,2003,1/1/2001,2/1/2018,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,48.23,NY,,,American Express Co,Financials,5,26,2001,2018,0.364356436,0.052631579,,10,,16.87746216,5.263157895,
111,1000,,1447,2004,1/1/2001,2/1/2018,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,56.37,NY,,,American Express Co,Financials,5,26,2001,2018,0.168774622,0,,10,,-8.710306901,0,
111,1092.308,,1447,2005,1/1/2001,2/1/2018,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,51.46,NY,,,American Express Co,Financials,5,26,2001,2018,-0.087103069,0.092308,,10.92308,,17.89739604,9.2308,
111,1100,24987.748,1447,2006,1/1/2001,2/1/2018,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,60.67,NY,31/12/2006,72743.33,American Express Co,Financials,5,26,2001,2018,0.17897396,0.00704197,,11,24.987748,-14.25745838,0.704196985,
111,1238.461,52810.55,1447,2007,1/1/2001,2/1/2018,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,52.02,NY,31/12/2007,60239.16,American Express Co,Financials,5,26,2001,2018,-0.142574584,0.125873636,1.113457763,12.38461,52.81055,-64.34063822,12.58736364,111.3457763
111,1250,43687.984,1447,2008,1/1/2001,2/1/2018,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,18.55,NY,31/12/2008,21518,American Express Co,Financials,5,26,2001,2018,-0.643406382,0.009317209,-0.172741356,12.5,43.687984,118.4366577,0.931720902,-17.27413557
111,1201.923,17398.568,1447,2009,1/1/2001,2/1/2018,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,40.52,NY,31/12/2009,48299.84,American Express Co,Financials,5,26,2001,2018,1.184366577,-0.0384616,-0.601753928,12.01923,17.398568,5.923000987,-3.84616,-60.17539285
111,1942.308,16813.272,1447,2010,1/1/2001,2/1/2018,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,42.92,NY,31/12/2010,51375.24,American Express Co,Financials,5,26,2001,2018,0.05923001,0.616000359,-0.03364047,19.42308,16.813272,9.902143523,61.60003594,-3.364046972
111,2000,23038.692,1447,2011,1/1/2001,2/1/2018,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,47.17,NY,31/12/2011,54905.88,American Express Co,Financials,5,26,2001,2018,0.099021435,0.029702807,0.370268202,20,23.038692,21.85711257,2.970280718,37.02682024
111,2000,28491.734,1447,2012,1/1/2001,2/1/2018,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,57.48,NY,31/12/2012,63515.4,American Express Co,Financials,5,26,2001,2018,0.218571126,0,0.236690607,20,28.491734,57.84620738,0,23.66906073
111,2000,21837.42,1447,2013,1/1/2001,2/1/2018,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,90.73,NY,31/12/2013,96536.72,American Express Co,Financials,5,26,2001,2018,0.578462074,0,-0.23355244,20,21.83742,2.546015651,0,-23.35524402
111,2000,22796.083,1447,2014,1/1/2001,2/1/2018,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,93.04,NY,31/12/2014,95179.92,American Express Co,Financials,5,26,2001,2018,0.025460157,0,0.043900012,20,22.796083,-25.2472055,0,4.3900012
111,2000,21988.091,1447,2015,1/1/2001,2/1/2018,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,69.55,NY,31/12/2015,67393.95,American Express Co,Financials,5,26,2001,2018,-0.252472055,0,-0.035444335,20,21.988091,6.513299784,0,-3.544433489
111,2000,17463.639,1447,2016,1/1/2001,2/1/2018,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,74.08,NY,31/12/2016,,American Express Co,Financials,5,26,2001,2018,0.065132998,0,-0.205768295,20,17.463639,34.05777538,0,-20.57682952
111,2038.462,18611.373,1447,2017,1/1/2001,2/1/2018,Chairman & CEO,Chenault,Kenneth,MALE,AXP,AMERICAN EXPRESS CO,99.31,NY,31/12/2017,,American Express Co,Financials,5,26,2001,2018,0.340577754,0.019231,0.065721354,20.38462,18.611373,,1.9231,6.572135395
134,1147.115,,1487,1992,1/1/1967,3/14/2005,chairman & CEO,Greenberg,Maurice,MALE,AIG,AMERICAN INTERNATIONAL GROUP,116,NY,,,American Intl Group Inc,Financials,5,26,1967,2005,,,,11.47115,,-24.35344828,,
134,1231.731,,1487,1993,1/1/1967,3/14/2005,chairman & CEO,Greenberg,Maurice,MALE,AIG,AMERICAN INTERNATIONAL GROUP,87.75,NY,,,American Intl Group Inc,Financials,5,26,1967,2005,-0.243534483,0.073764182,,12.31731,,11.68091168,7.376418232,
134,1000,,1487,1994,1/1/1967,3/14/2005,chairman & CEO,Greenberg,Maurice,MALE,AIG,AMERICAN INTERNATIONAL GROUP,98,NY,,,American Intl Group Inc,Financials,5,26,1967,2005,0.116809117,-0.188134422,,10,,-5.612244898,-18.81344222,
134,1000,,1487,1995,1/1/1967,3/14/2005,chairman & CEO,Greenberg,Maurice,MALE,AIG,AMERICAN INTERNATIONAL GROUP,92.5,NY,,,American Intl Group Inc,Financials,5,26,1967,2005,-0.056122449,0,,10,,17.02702703,0,
134,1000,,1487,1996,1/1/1967,3/14/2005,chairman & CEO,Greenberg,Maurice,MALE,AIG,AMERICAN INTERNATIONAL GROUP,108.25,NY,,,American Intl Group Inc,Financials,5,26,1967,2005,0.17027027,0,,10,,0.461893764,0,
134,1000,,1487,1997,1/1/1967,3/14/2005,chairman & CEO,Greenberg,Maurice,MALE,AIG,AMERICAN INTERNATIONAL GROUP,108.75,NY,,,American Intl Group Inc,Financials,5,26,1967,2005,0.004618938,0,,10,,-11.14942529,0,
134,1000,,1487,1998,1/1/1967,3/14/2005,chairman & CEO,Greenberg,Maurice,MALE,AIG,AMERICAN INTERNATIONAL GROUP,96.625,NY,,,American Intl Group Inc,Financials,5,26,1967,2005,-0.111494253,0,,10,,11.90168176,0,
134,1000,,1487,1999,1/1/1967,3/14/2005,chairman & CEO,Greenberg,Maurice,MALE,AIG,AMERICAN INTERNATIONAL GROUP,108.125,NY,,,American Intl Group Inc,Financials,5,26,1967,2005,0.119016818,0,,10,,-8.843930636,0,
134,1000,,1487,2000,1/1/1967,3/14/2005,chairman & CEO,Greenberg,Maurice,MALE,AIG,AMERICAN INTERNATIONAL GROUP,98.5625,NY,,,American Intl Group Inc,Financials,5,26,1967,2005,-0.088439306,0,,10,,-19.44197844,0,
134,1000,,1487,2001,1/1/1967,3/14/2005,chairman & CEO,Greenberg,Maurice,MALE,AIG,AMERICAN INTERNATIONAL GROUP,79.4,NY,,,American Intl Group Inc,Financials,5,26,1967,2005,-0.194419784,0,,10,,-27.14105793,0,
